Exposure Amount ($);Credit Score;Loan Term (Months);Interest Rate (%);Income ($);Loan to Value Ratio (%);Debt to Income Ratio (%);Employment History (Years);Previous Defaults;Home Ownership;Loan Purpose;Loan Type;Region;LGD%
137320;686;48;3,53;79935;86;22;8;1;Mortgage;Debt Consolidation;Adjustable Rate;West;0,308833382
75419;706;72;6,42;63771;77;32;2;2;Own;Debt Consolidation;Fixed Rate;North;0,482146409
184941;700;48;5,28;57107;84;33;5;2;Rent;Auto Loan;Adjustable Rate;East;0,408216675
202516;710;60;5,47;20059;80;31;5;2;Mortgage;Auto Loan;Adjustable Rate;West;0,047887574
114821;679;48;7,01;53737;89;25;5;0;Rent;Home Improvement;Adjustable Rate;East;0,009998171
126751;714;36;6,46;80141;82;28;6;2;Rent;Debt Consolidation;Fixed Rate;East;0,651829177
168972;677;72;7,96;84768;88;13;5;1;Mortgage;Auto Loan;Adjustable Rate;South;0,557956348
188308;717;60;7,38;64363;81;29;6;0;Rent;Home Improvement;Fixed Rate;West;0,455641821
120139;637;24;7,12;64667;92;48;3;0;Mortgage;Home Purchase;Fixed Rate;North;0,009996754
96883;653;36;4,78;49308;83;26;2;2;Own;Home Improvement;Fixed Rate;South;0,010001755
148578;583;24;7,52;71048;82;41;3;1;Mortgage;Debt Consolidation;Adjustable Rate;East;0,010001481
215094;723;48;5,06;79339;86;17;4;2;Rent;Home Purchase;Adjustable Rate;North;0,549754991
102859;746;24;6,91;60616;83;18;7;2;Rent;Home Purchase;Fixed Rate;North;0,281822689
138739;684;72;8,72;69845;76;26;3;2;Mortgage;Home Improvement;Adjustable Rate;North;0,58525721
130933;758;60;6,94;56622;71;39;4;1;Mortgage;Auto Loan;Fixed Rate;West;0,667188562
102487;711;60;3,64;33253;95;33;6;2;Mortgage;Debt Consolidation;Fixed Rate;South;0,284650736
153838;710;60;6,61;69524;77;28;8;1;Mortgage;Home Improvement;Adjustable Rate;North;0,622024467
188448;726;48;7,24;53313;68;32;4;1;Rent;Personal Loan;Fixed Rate;North;0,134583546
146029;741;24;4,55;53383;96;10;3;0;Own;Auto Loan;Fixed Rate;South;0,009998014
162102;689;24;6,78;121388;78;26;6;2;Mortgage;Home Improvement;Fixed Rate;West;0,799009266
221683;724;48;7,23;82360;68;30;2;0;Mortgage;Personal Loan;Adjustable Rate;North;0,274035447
226255;765;24;5,53;223;95;31;6;2;Own;Auto Loan;Adjustable Rate;South;0,010001989
82247;642;48;5,06;74152;80;44;4;1;Rent;Home Improvement;Adjustable Rate;North;0,08411249
177101;630;48;6,48;41509;85;16;6;2;Mortgage;Home Improvement;Fixed Rate;East;0,009999944
187975;648;24;4,7;57020;81;47;4;0;Mortgage;Personal Loan;Fixed Rate;North;0,01000133
159253;671;48;5,53;16178;89;30;5;2;Rent;Home Improvement;Adjustable Rate;South;0,010002951
196289;682;48;4,46;24474;83;18;5;2;Mortgage;Auto Loan;Adjustable Rate;North;0,01000056
163510;666;72;6,57;92971;85;27;10;0;Rent;Home Improvement;Adjustable Rate;South;0,769182313
208484;701;60;7,3;76627;50;26;5;1;Mortgage;Home Purchase;Adjustable Rate;South;0,091421884
190532;720;60;6,07;45293;79;30;7;2;Own;Personal Loan;Adjustable Rate;North;0,652919195
95807;662;24;5,72;89842;65;29;11;2;Own;Debt Consolidation;Fixed Rate;South;0,112277809
173672;665;36;5,09;69722;97;31;4;2;Rent;Home Purchase;Adjustable Rate;West;0,321658068
127171;672;60;5,27;47108;81;31;7;1;Rent;Personal Loan;Adjustable Rate;West;0,057450205
215288;803;36;6,12;68321;85;31;5;2;Mortgage;Debt Consolidation;Adjustable Rate;South;1
222404;748;72;6,2;40367;101;14;9;2;Rent;Personal Loan;Adjustable Rate;West;0,894777072
123602;701;48;5,95;45820;65;15;5;0;Own;Auto Loan;Fixed Rate;West;0,009999838
182337;706;60;5,13;94345;74;41;11;0;Mortgage;Auto Loan;Fixed Rate;East;0,974771988
232741;734;36;3,6;29456;86;14;8;0;Mortgage;Auto Loan;Fixed Rate;South;0,009998238
147058;683;60;6,24;90273;80;26;7;1;Mortgage;Home Improvement;Adjustable Rate;East;0,642290797
76395;666;48;4,69;88268;70;29;2;0;Own;Home Improvement;Adjustable Rate;West;0,010000654
104978;879;36;5,15;74552;101;33;6;1;Own;Personal Loan;Fixed Rate;South;1
154822;632;72;6,94;59682;84;27;7;2;Mortgage;Auto Loan;Adjustable Rate;South;0,449987728
117526;663;36;4,24;59463;87;38;5;0;Rent;Debt Consolidation;Adjustable Rate;South;0,009997788
87416;643;36;5,07;65565;86;37;3;1;Own;Debt Consolidation;Adjustable Rate;North;0,00999817
72849;666;72;8,41;51089;79;37;6;1;Rent;Home Purchase;Fixed Rate;South;0,354280773
233497;694;48;7,92;53582;78;29;5;0;Rent;Home Improvement;Adjustable Rate;East;0,010000128
139404;608;60;6,04;91044;87;34;1;0;Own;Auto Loan;Fixed Rate;East;0,009999713
130912;691;72;6,26;87492;76;36;9;2;Rent;Debt Consolidation;Adjustable Rate;South;1
169692;673;48;7,49;33793;75;11;8;0;Rent;Auto Loan;Adjustable Rate;West;0,010000471
269578;626;36;8,99;87385;65;16;7;2;Own;Home Improvement;Fixed Rate;West;0,085693195
96074;651;48;7,64;52734;71;25;7;0;Mortgage;Home Purchase;Fixed Rate;North;0,010002706
219165;710;48;8,9;57188;68;22;7;1;Own;Personal Loan;Fixed Rate;East;0,225629092
121438;616;60;8,69;40277;84;33;7;2;Mortgage;Personal Loan;Adjustable Rate;West;0,164553105
154560;655;72;5,26;47493;77;24;9;0;Mortgage;Auto Loan;Adjustable Rate;West;0,010002588
200098;748;36;5,78;90861;84;21;5;1;Own;Home Purchase;Adjustable Rate;West;0,709677258
171914;719;36;6,25;50518;83;31;5;2;Rent;Personal Loan;Adjustable Rate;North;0,327553312
207371;741;60;7,14;20891;80;42;3;2;Rent;Personal Loan;Fixed Rate;South;0,550915991
208470;670;24;8,56;76682;87;39;4;2;Own;Debt Consolidation;Adjustable Rate;North;0,658516813
155159;739;36;7,14;63534;69;28;5;1;Rent;Home Purchase;Adjustable Rate;West;0,241822904
189775;637;36;3,35;87028;73;23;6;0;Own;Debt Consolidation;Adjustable Rate;South;0,010001317
217026;748;72;3,87;62004;70;35;6;2;Mortgage;Personal Loan;Fixed Rate;South;0,876563177
151045;679;48;8,34;70724;78;54;5;0;Own;Debt Consolidation;Fixed Rate;North;0,58854646
231300;759;48;7,53;42743;89;32;7;1;Mortgage;Home Purchase;Fixed Rate;North;0,834656291
169730;664;48;7,21;79037;81;28;4;0;Rent;Home Improvement;Adjustable Rate;West;0,009998232
130837;705;36;8,65;66146;67;27;4;0;Own;Home Improvement;Adjustable Rate;North;0,009997172
189622;779;36;7,37;96481;73;25;6;1;Rent;Home Purchase;Fixed Rate;West;0,957916276
151562;708;72;7,19;98746;70;39;4;1;Rent;Debt Consolidation;Adjustable Rate;South;1
185514;678;24;7,4;72413;96;34;6;1;Mortgage;Personal Loan;Fixed Rate;North;0,461210475
61830;681;60;8,49;90712;87;37;7;1;Mortgage;Debt Consolidation;Adjustable Rate;South;0,950832929
80280;607;72;5,81;67513;79;31;2;1;Own;Debt Consolidation;Fixed Rate;North;0,010002491
111151;660;24;7,59;72077;91;23;7;1;Mortgage;Auto Loan;Fixed Rate;East;0,014016968
37145;764;60;6,94;71525;75;28;5;2;Own;Auto Loan;Fixed Rate;South;0,803392112
90027;647;72;5,54;70419;73;24;3;0;Rent;Personal Loan;Adjustable Rate;West;0,009997001
202252;644;48;6,59;55055;78;39;3;0;Own;Home Improvement;Adjustable Rate;North;0,010002373
166341;669;24;7,39;84915;103;44;7;1;Own;Debt Consolidation;Fixed Rate;North;0,905651643
115548;712;72;4,68;26844;94;25;10;2;Own;Auto Loan;Adjustable Rate;South;0,484681691
48599;735;24;4,24;27809;79;25;3;2;Own;Personal Loan;Adjustable Rate;East;0,010000206
128978;726;72;9,06;60422;80;25;1;0;Mortgage;Home Purchase;Fixed Rate;South;0,345555056
172657;663;60;6,99;38202;77;7;8;0;Own;Home Improvement;Fixed Rate;East;0,01000249
156198;716;60;6,59;54127;74;34;4;1;Own;Personal Loan;Adjustable Rate;West;0,247621608
97251;658;36;8,4;90335;69;16;7;1;Rent;Debt Consolidation;Adjustable Rate;South;0,010005039
129048;617;48;5,27;84243;79;24;8;0;Mortgage;Personal Loan;Fixed Rate;South;0,00999628
204769;714;48;4,95;70966;91;37;3;1;Rent;Auto Loan;Fixed Rate;East;0,650645361
160094;726;60;5,11;37860;77;23;2;0;Own;Personal Loan;Fixed Rate;South;0,010000375
189940;669;36;5,78;41390;78;21;6;0;Own;Home Purchase;Adjustable Rate;South;0,009997894
135353;723;36;6;92282;61;17;7;1;Rent;Home Improvement;Fixed Rate;North;0,055765295
141617;669;60;7,65;72480;81;32;6;2;Mortgage;Debt Consolidation;Adjustable Rate;East;0,643107819
179852;726;60;8,15;62681;85;26;5;1;Own;Personal Loan;Fixed Rate;West;0,696628339
86132;689;36;4,97;79910;57;17;2;1;Rent;Debt Consolidation;Fixed Rate;West;0,009996285
211182;693;72;6,97;55653;86;37;6;1;Own;Personal Loan;Adjustable Rate;West;0,903827031
199202;655;24;8,92;65923;94;33;2;1;Mortgage;Home Purchase;Fixed Rate;South;0,0099999
156129;782;72;5,32;40879;62;35;5;1;Rent;Personal Loan;Adjustable Rate;North;0,497345144
209841;635;72;7,4;82965;69;38;5;2;Own;Home Purchase;Adjustable Rate;North;0,672423406
132921;749;48;8,01;33099;82;29;7;2;Mortgage;Home Purchase;Adjustable Rate;North;0,487643036
117974;734;24;6,87;93612;86;33;8;0;Mortgage;Auto Loan;Fixed Rate;West;0,662595148
188193;728;48;5,49;47133;84;26;5;2;Mortgage;Debt Consolidation;Adjustable Rate;South;0,539834106
227182;803;60;5,85;68796;64;28;6;1;Mortgage;Home Improvement;Adjustable Rate;South;0,839815654
99968;810;60;5,59;27067;86;35;8;2;Own;Personal Loan;Fixed Rate;East;0,978713188
155692;653;60;5,58;54479;81;39;4;1;Own;Home Purchase;Fixed Rate;North;0,08785294
96291;776;60;5,16;42402;75;36;7;2;Rent;Auto Loan;Fixed Rate;South;0,719091088
72940;659;24;6,04;26005;68;26;7;0;Own;Debt Consolidation;Fixed Rate;West;0,009994516
111248;757;60;4,01;75463;81;26;11;2;Rent;Debt Consolidation;Fixed Rate;North;1
100880;661;72;7,18;24098;82;18;7;1;Rent;Debt Consolidation;Adjustable Rate;South;0,010001983
201048;656;24;10,82;41869;92;28;11;0;Rent;Personal Loan;Fixed Rate;North;0,009997613
187786;747;24;6,08;58795;77;36;6;2;Own;Debt Consolidation;Adjustable Rate;North;0,517227056
202621;723;72;5,29;55956;75;38;9;2;Own;Home Purchase;Fixed Rate;West;1
162678;741;72;5,93;58294;74;44;8;0;Rent;Personal Loan;Fixed Rate;North;0,86723466
134435;746;60;6,87;52235;84;40;5;0;Own;Personal Loan;Fixed Rate;North;0,642444304
239665;597;24;8,86;64713;84;34;7;0;Mortgage;Home Improvement;Fixed Rate;East;0,01000146
89304;685;36;4,43;38033;118;41;6;1;Rent;Auto Loan;Adjustable Rate;South;0,337588462
254734;724;48;8,4;74193;85;40;8;2;Mortgage;Auto Loan;Adjustable Rate;South;1
149548;744;60;9,09;39713;76;30;8;1;Own;Debt Consolidation;Adjustable Rate;South;0,613555514
182238;731;36;9,07;76274;97;26;1;1;Own;Debt Consolidation;Fixed Rate;West;0,548392761
112028;783;72;8,9;47674;85;35;6;1;Own;Home Improvement;Adjustable Rate;East;1
143225;723;60;6,54;30868;74;6;3;1;Rent;Home Improvement;Adjustable Rate;North;0,009998254
153303;667;24;5,23;48761;84;24;7;1;Rent;Debt Consolidation;Fixed Rate;South;0,009999804
96698;738;36;7,46;28056;78;24;6;1;Mortgage;Auto Loan;Adjustable Rate;South;0,010000207
190937;723;24;6,54;60619;84;38;6;2;Rent;Home Purchase;Adjustable Rate;East;0,564966455
132061;707;72;6,4;35672;89;27;3;1;Rent;Debt Consolidation;Fixed Rate;South;0,12866024
172359;715;36;6,82;70408;83;15;3;0;Rent;Home Improvement;Adjustable Rate;East;0,010002379
192056;694;60;5,8;47085;74;42;3;0;Rent;Auto Loan;Adjustable Rate;North;0,010002291
178466;726;36;4,76;69982;57;40;7;1;Own;Personal Loan;Adjustable Rate;East;0,098013067
75917;677;48;4,77;33218;81;36;6;1;Own;Home Improvement;Adjustable Rate;South;0,009997761
111554;671;60;7,67;43794;85;17;5;2;Rent;Auto Loan;Fixed Rate;East;0,037407892
111058;708;60;5,36;67398;71;48;5;0;Mortgage;Home Purchase;Fixed Rate;East;0,453663851
103938;731;48;8,02;55138;66;29;5;1;Own;Debt Consolidation;Fixed Rate;North;0,124718582
187880;734;72;6,25;75376;75;26;8;2;Mortgage;Auto Loan;Fixed Rate;East;0,981594635
88053;770;72;7,09;87059;85;21;3;1;Mortgage;Home Purchase;Adjustable Rate;East;0,991255267
180257;681;24;6,66;43271;74;53;4;2;Own;Auto Loan;Adjustable Rate;North;0,117920525
91218;633;36;8,1;39318;86;30;5;2;Own;Home Improvement;Adjustable Rate;South;0,009998027
86003;701;60;6,74;62203;75;33;4;1;Mortgage;Home Purchase;Fixed Rate;North;0,210411265
59341;765;48;5,5;58387;67;35;6;2;Own;Debt Consolidation;Adjustable Rate;West;0,508670228
147275;661;48;5,69;70082;72;28;5;0;Rent;Home Improvement;Fixed Rate;West;0,010001698
70262;697;48;8,65;84733;73;17;5;2;Own;Auto Loan;Adjustable Rate;West;0,366883949
159676;699;24;8,19;29368;71;22;5;1;Mortgage;Home Improvement;Fixed Rate;North;0,010001503
131296;713;36;6,45;86277;84;42;3;2;Own;Auto Loan;Fixed Rate;North;0,716838289
90571;717;60;6,75;69537;79;22;5;0;Mortgage;Auto Loan;Fixed Rate;South;0,17189829
146038;727;36;6,51;41317;57;43;3;1;Own;Personal Loan;Adjustable Rate;North;0,009997398
205628;705;24;6,48;57415;84;32;8;0;Mortgage;Personal Loan;Adjustable Rate;South;0,009998638
168969;736;36;5,8;47119;79;28;3;2;Rent;Home Improvement;Adjustable Rate;South;0,055276412
179206;731;72;4,19;69934;71;55;5;0;Mortgage;Auto Loan;Fixed Rate;West;0,809911498
152859;765;60;6,1;56049;97;28;4;2;Mortgage;Auto Loan;Adjustable Rate;South;1
144316;719;48;6,72;19010;72;30;9;2;Rent;Home Improvement;Adjustable Rate;South;0,114117631
121735;635;72;4,77;38083;80;17;7;1;Own;Debt Consolidation;Fixed Rate;North;0,009997125
188899;702;36;5,22;66488;83;43;8;0;Rent;Home Improvement;Fixed Rate;South;0,423347927
171637;721;36;8,28;26226;84;27;3;2;Mortgage;Home Improvement;Fixed Rate;East;0,009997844
95887;652;24;5,46;51597;72;18;4;1;Mortgage;Home Improvement;Adjustable Rate;West;0,010001356
201317;663;24;8,85;77378;69;32;5;0;Rent;Debt Consolidation;Fixed Rate;North;0,009999156
125671;705;24;6,73;83371;79;27;6;2;Own;Auto Loan;Fixed Rate;West;0,389906979
152438;733;72;5,75;57767;79;17;3;0;Rent;Personal Loan;Adjustable Rate;South;0,009997507
138281;694;48;7,37;45744;62;31;9;2;Mortgage;Home Purchase;Adjustable Rate;North;0,135550076
138219;745;60;7,46;77023;80;29;3;1;Own;Home Improvement;Fixed Rate;East;0,708556711
151294;732;72;7,2;48814;76;29;3;2;Mortgage;Auto Loan;Adjustable Rate;East;0,56148294
72501;638;72;9;38578;63;19;8;0;Mortgage;Personal Loan;Adjustable Rate;East;0,009999862
164199;633;48;6,98;75954;67;15;3;2;Rent;Auto Loan;Adjustable Rate;West;0,010000061
150727;664;60;9,59;50067;88;33;5;0;Rent;Home Purchase;Adjustable Rate;East;0,210804965
142780;707;36;5,41;55617;52;28;8;0;Own;Home Improvement;Adjustable Rate;South;0,010001401
207469;689;36;4,48;37830;89;16;3;0;Mortgage;Home Purchase;Fixed Rate;North;0,010001494
118687;660;60;4,84;56658;75;34;3;1;Rent;Home Purchase;Adjustable Rate;East;0,010001095
64018;704;48;8,43;68652;75;44;9;2;Mortgage;Home Improvement;Adjustable Rate;North;0,911899778
64325;743;60;6,01;72732;65;25;2;1;Own;Auto Loan;Adjustable Rate;East;0,090726778
171476;688;48;5,16;63664;68;22;3;1;Rent;Home Purchase;Fixed Rate;South;0,0100014
81686;749;24;5,55;65319;89;28;7;2;Rent;Home Purchase;Adjustable Rate;North;0,464351296
125520;675;72;4,93;91237;82;30;10;1;Own;Auto Loan;Adjustable Rate;South;0,89137986
162465;632;36;6,57;82656;69;16;3;0;Mortgage;Personal Loan;Adjustable Rate;South;0,010002154
-15513;711;60;5,32;68359;81;18;4;2;Rent;Personal Loan;Adjustable Rate;East;0,113904467
171021;704;24;8,41;28295;84;40;4;0;Rent;Personal Loan;Fixed Rate;West;0,009998772
95447;738;60;8,12;75864;88;46;3;1;Mortgage;Home Purchase;Fixed Rate;West;1
101206;681;36;5,97;44584;79;29;5;0;Rent;Home Purchase;Fixed Rate;North;0,009999407
142816;717;24;6,3;103753;87;48;4;0;Own;Auto Loan;Fixed Rate;South;0,766272687
40054;752;24;8,16;72360;81;31;5;1;Rent;Home Improvement;Fixed Rate;North;0,376192141
165008;622;48;6,82;53011;69;42;6;2;Own;Auto Loan;Adjustable Rate;South;0,009999515
62884;733;24;5,76;56879;100;40;3;2;Rent;Home Improvement;Fixed Rate;South;0,49411615
121738;665;60;5,02;50452;89;44;1;2;Own;Auto Loan;Adjustable Rate;West;0,238643645
221016;645;48;4,46;51117;94;29;3;1;Own;Debt Consolidation;Adjustable Rate;West;0,009999276
167273;684;24;9;58781;80;42;4;1;Mortgage;Personal Loan;Fixed Rate;West;0,196481201
107588;820;48;7,57;88726;77;35;5;2;Mortgage;Home Purchase;Adjustable Rate;East;1
99945;709;48;6,74;41545;95;29;7;1;Mortgage;Personal Loan;Fixed Rate;South;0,298504177
192858;690;48;7,1;62922;64;32;5;1;Own;Home Improvement;Fixed Rate;West;0,169886652
125037;723;36;5,75;51118;85;38;2;1;Own;Debt Consolidation;Fixed Rate;East;0,051896639
187766;748;24;10,06;82866;92;35;3;0;Own;Auto Loan;Fixed Rate;East;0,81516888
106481;708;72;4,91;74632;79;29;7;1;Own;Personal Loan;Adjustable Rate;South;0,570590058
187271;722;48;6,49;94731;87;36;4;2;Own;Auto Loan;Adjustable Rate;South;1
223716;667;72;4,62;47079;77;30;6;1;Mortgage;Personal Loan;Fixed Rate;North;0,245114341
130082;691;60;3,5;39006;90;11;5;2;Mortgage;Home Purchase;Fixed Rate;North;0,010001384
194963;664;48;4,41;76427;81;22;6;0;Rent;Home Purchase;Adjustable Rate;South;0,010001898
106380;647;36;6,03;40026;84;27;4;2;Mortgage;Auto Loan;Adjustable Rate;South;0,01000188
127025;715;36;6,24;19233;72;29;5;0;Rent;Auto Loan;Fixed Rate;North;0,009998032
135543;700;24;4,24;66876;69;32;8;2;Own;Debt Consolidation;Adjustable Rate;South;0,009996828
232320;750;60;4,56;56773;88;37;4;1;Own;Personal Loan;Fixed Rate;North;0,826889635
120997;702;60;6,33;71473;76;33;2;0;Rent;Debt Consolidation;Adjustable Rate;East;0,129441226
155962;618;48;5,24;33113;78;22;3;0;Mortgage;Home Improvement;Adjustable Rate;South;0,010002436
166259;659;24;7,42;28255;62;40;2;2;Mortgage;Home Improvement;Fixed Rate;South;0,010002466
228595;789;36;7,46;53996;101;50;8;1;Rent;Home Purchase;Fixed Rate;North;1
162168;661;60;5,59;69764;59;33;7;0;Own;Auto Loan;Fixed Rate;South;0,010001973
231194;695;24;6,18;76849;61;30;3;1;Rent;Home Purchase;Adjustable Rate;West;0,01000026
195845;737;24;5,31;65757;90;34;2;0;Mortgage;Personal Loan;Adjustable Rate;West;0,009997702
64362;743;36;7,9;81014;80;33;7;2;Rent;Personal Loan;Fixed Rate;East;0,92462944
171552;663;60;4,95;55639;83;50;5;0;Mortgage;Debt Consolidation;Adjustable Rate;South;0,275624883
136169;764;60;5,84;64791;85;35;5;2;Rent;Home Purchase;Adjustable Rate;North;1
229726;653;48;6,25;39440;78;34;6;0;Own;Auto Loan;Fixed Rate;North;0,009998868
185302;737;48;8,2;92948;76;36;6;1;Own;Home Purchase;Fixed Rate;South;1
137169;646;72;7,76;71776;71;38;6;2;Own;Home Purchase;Adjustable Rate;West;0,637862782
200553;721;72;8,5;58376;84;35;8;0;Rent;Personal Loan;Adjustable Rate;West;0,902354988
220473;764;24;7,43;59351;64;40;6;2;Rent;Debt Consolidation;Adjustable Rate;South;0,655286588
195400;723;48;4,76;84513;77;26;3;1;Rent;Home Improvement;Fixed Rate;East;0,39591607
258756;781;60;7,15;65583;82;32;4;0;Mortgage;Debt Consolidation;Adjustable Rate;North;0,957001963
230275;658;72;7,75;24922;84;25;4;2;Own;Auto Loan;Adjustable Rate;South;0,109577679
198083;735;48;6,06;58642;79;28;3;0;Rent;Home Purchase;Adjustable Rate;South;0,090628676
264055;689;72;4,45;54393;90;21;2;1;Rent;Home Improvement;Fixed Rate;South;0,297278976
170606;767;72;5,82;71175;85;23;7;0;Rent;Debt Consolidation;Fixed Rate;West;0,860831389
149233;733;24;6,95;78461;81;21;5;1;Rent;Home Purchase;Fixed Rate;North;0,217766848
134596;752;48;6,74;71048;78;18;3;2;Mortgage;Debt Consolidation;Adjustable Rate;North;0,398265922
221835;680;36;5,78;34813;81;15;6;0;Mortgage;Home Improvement;Fixed Rate;North;0,009998422
129807;718;36;4,74;65559;87;19;2;0;Own;Home Improvement;Adjustable Rate;East;0,009999461
186010;603;24;7,17;37830;91;47;9;1;Own;Home Improvement;Adjustable Rate;East;0,009999462
113363;722;72;4,7;63023;70;40;8;2;Rent;Home Improvement;Adjustable Rate;North;0,913278583
254746;804;48;3,4;40683;89;32;6;0;Own;Auto Loan;Fixed Rate;South;0,47478665
151966;648;48;7,58;41605;67;33;4;0;Rent;Home Improvement;Fixed Rate;South;0,010002237
260835;738;72;6,61;64270;84;48;6;2;Own;Personal Loan;Adjustable Rate;South;1
212419;711;60;5,87;99868;102;29;4;0;Own;Auto Loan;Adjustable Rate;East;1
173557;604;60;10,09;62457;83;30;3;1;Own;Home Purchase;Fixed Rate;North;0,05521529
129946;742;36;7,4;92946;72;27;6;1;Rent;Debt Consolidation;Adjustable Rate;East;0,535938005
188768;648;48;5,9;59107;77;35;4;0;Own;Home Improvement;Fixed Rate;East;0,010001695
124139;611;48;7,38;17079;94;31;4;1;Rent;Home Purchase;Adjustable Rate;South;0,009996858
165203;793;36;6,65;65337;68;57;3;2;Rent;Home Improvement;Adjustable Rate;East;1
137498;693;72;5,35;69837;64;26;5;2;Own;Auto Loan;Adjustable Rate;West;0,270513026
96653;771;24;3,04;78088;65;36;5;0;Rent;Auto Loan;Fixed Rate;North;0,010004863
145543;679;72;8,28;60360;98;25;5;0;Own;Personal Loan;Adjustable Rate;South;0,5186852
150280;753;36;6,88;36376;61;30;7;1;Mortgage;Home Purchase;Fixed Rate;West;0,010001331
101134;619;72;6,88;84348;79;35;4;0;Own;Debt Consolidation;Fixed Rate;East;0,164118892
205116;694;72;7,66;49548;82;31;3;2;Own;Personal Loan;Adjustable Rate;North;0,553091909
174692;659;48;8,48;52619;74;48;6;1;Mortgage;Home Improvement;Adjustable Rate;North;0,36674261
122284;650;36;8,24;77179;89;29;4;0;Mortgage;Home Improvement;Adjustable Rate;South;0,010001308
154532;632;48;7,66;82917;61;46;6;2;Rent;Home Improvement;Fixed Rate;North;0,34485414
152526;711;48;4,59;45441;98;24;4;1;Mortgage;Auto Loan;Adjustable Rate;West;0,009998295
176338;678;72;9,41;65129;70;47;5;2;Rent;Personal Loan;Adjustable Rate;South;0,876339757
122619;737;72;6,6;42086;93;37;8;1;Mortgage;Auto Loan;Adjustable Rate;East;0,887847723
84752;628;72;7,18;57080;76;21;2;1;Own;Debt Consolidation;Adjustable Rate;North;0,010005664
192892;743;24;8,31;58816;102;20;8;2;Rent;Debt Consolidation;Adjustable Rate;East;0,806881571
